src,src_pagerank,src_betweenness,src_closeness,src_triangle_count,dst,dst_pagerank,dst_betweenness,dst_closeness,weight
grunt-legacy-util,0.15810421875,0,0.5333333333333333,2,underscore.string,0.5888240812027541,2,1.5,0.14285714285714285
grunt-legacy-log,0.15810421875,0,0.8888888888888888,3,underscore.string,0.5888240812027541,2,1.5,0.2
grunt-legacy-log-utils,0.1768777171875,0,0.8571428571428571,3,underscore.string,0.5888240812027541,2,1.5,0.3333333333333333
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,underscore.string,0.5888240812027541,2,1.5,0.02564102564102564
helmet,0.15,0,0.4933333333333333,0,hsts,0.1615909090909091,0,2,0.09090909090909091
vasync,0.156375,0,0.8,1,verror,0.3456159397998709,2,1.5,1
restify,0.15,0,0.4033149171270718,3,verror,0.3456159397998709,2,1.5,0.05
jsprim,0.198784199293662,0,1,1,verror,0.3456159397998709,2,1.5,0.3333333333333333
ember-cli-htmlbars,0.15,0,0.35200000000000004,0,ember-cli-version-checker,0.207375,0,2,0.25
ember-cli-babel,0.15,0,0.3037974683544304,2,ember-cli-version-checker,0.207375,0,2,0.2
sails,0.15,0,0.2925824175824176,37,sails-hook-sockets,0.15255,0,0.375886524822695,0.02
os-name,0.1645967261904762,0,0.8333333333333334,0,win-release,0.2199536086309524,1,2,0.5
yeoman-doctor,0.15455357142857143,0,0.3032258064516129,4,bin-version-check,0.2108722246000744,0,0.27710843373493976,0.125
bin-wrapper,0.3137711127232143,16.5,0.21693121693121695,1,bin-version-check,0.2108722246000744,0,0.27710843373493976,0.16666666666666666
bin-version-check,0.2108722246000744,0,0.27710843373493976,2,semver-truncate,0.20973341124028605,0,2,0.3333333333333333
yo,0.15,0,0.353021978021978,20,yeoman-doctor,0.15455357142857143,0,0.3032258064516129,0.03571428571428571
latest-version,0.17728516865079363,0,0.3513513513513513,0,package-json,0.30524596478174604,4,0.5102040816326531,1
yo,0.15,0,0.353021978021978,20,package-json,0.30524596478174604,4,0.5102040816326531,0.03571428571428571
update-notifier,0.19260119047619045,0,0.3563218390804597,4,semver-diff,0.17728516865079363,0,2,0.16666666666666666
mongodb-core,0.19551041666666666,0,0.8333333333333334,0,require_optional,0.23309192708333334,0,1.5,0.5
npm,0.22980133928571428,0,0.4296482412060302,48,npm-install-checks,0.15390662276785713,0,2,0.02
init-package-json,0.15595758928571427,0,0.484375,5,npm-package-arg,0.24592008237465657,1,1.5,0.125
npm-registry-client,0.15390662276785713,0,0.36241610738255037,11,npm-package-arg,0.24592008237465657,1,1.5,0.07692307692307693
npm,0.22980133928571428,0,0.4296482412060302,48,npm-package-arg,0.24592008237465657,1,1.5,0.02
realize-package-specifier,0.15390662276785713,0,0.7,1,npm-package-arg,0.24592008237465657,1,1.5,0.5
yo,0.15,0,0.353021978021978,20,insight,0.15455357142857143,0,0.3797909407665505,0.03571428571428571
cheerio,0.21530813873626373,0,0.301994301994302,2,jsdom,0.1805019863209707,0,0.3682170542635659,0.16666666666666666
download,0.23622654648562502,0,0.2627906976744186,9,caw,0.16338107531552193,0,0.5555555555555556,0.06666666666666667
gulp-minify-html,0.15,0,0.26666666666666666,1,minimize,0.1925,4,0.4036697247706422,0.3333333333333333
cordova-lib,0.1682142857142857,0,0.3288201160541586,22,xcode,0.15595758928571427,0,0.48148148148148145,0.041666666666666664
sails,0.15,0,0.2925824175824176,37,sails-util,0.15255,0,0.3846153846153846,0.02
cliff,0.1585,0,0.625,4,winston,0.23584724930555556,0,1,0.3333333333333333
prompt,0.22902152499999998,0,0.379746835443038,5,winston,0.23584724930555556,0,1,0.16666666666666666
forever,0.15,0,0.20815264527320038,6,winston,0.23584724930555556,0,1,0.06666666666666667
restify,0.15,0,0.4033149171270718,3,http-signature,0.17229782236395996,0,0.5833333333333334,0.05
request,0.39340198363308027,0,0.46258503401360546,7,http-signature,0.17229782236395996,0,0.5833333333333334,0.047619047619047616
http-signature,0.17229782236395996,0,0.5833333333333334,2,sshpk,0.198784199293662,0,1.1428571428571428,0.3333333333333333
sshpk,0.198784199293662,0,1.1428571428571428,4,jodid25519,0.17413808134280181,0,2,0.14285714285714285
sshpk,0.198784199293662,0,1.1428571428571428,4,ecc-jsbn,0.17413808134280181,0,2,0.14285714285714285
sshpk,0.198784199293662,0,1.1428571428571428,4,dashdash,0.17413808134280181,0,2,0.14285714285714285
restify,0.15,0,0.4033149171270718,3,vasync,0.156375,0,0.8,0.05
http-signature,0.17229782236395996,0,0.5833333333333334,2,jsprim,0.198784199293662,0,1,0.3333333333333333
request,0.39340198363308027,0,0.46258503401360546,7,hawk,0.16592282236395994,0,1.25,0.047619047619047616
hapi,0.15,0,0.7073170731707318,31,accept,0.15671052631578947,0,1.5,0.05263157894736842
hapi,0.15,0,0.7073170731707318,31,ammo,0.15671052631578947,0,1.5,0.05263157894736842
hapi,0.15,0,0.7073170731707318,31,call,0.15671052631578947,0,1.5,0.05263157894736842
hapi,0.15,0,0.7073170731707318,31,catbox,0.15671052631578947,0,0.7777777777777777,0.05263157894736842
hapi,0.15,0,0.7073170731707318,31,catbox-memory,0.15671052631578947,0,2,0.05263157894736842
hapi,0.15,0,0.7073170731707318,31,heavy,0.15671052631578947,0,0.7777777777777777,0.05263157894736842
hapi,0.15,0,0.7073170731707318,31,kilt,0.15671052631578947,0,2,0.05263157894736842
hapi,0.15,0,0.7073170731707318,31,statehood,0.15671052631578947,0,0.8333333333333334,0.05263157894736842
statehood,0.15671052631578947,0,0.8333333333333334,12,iron,0.1789111842105263,0,1.3333333333333333,0.16666666666666666
hapi,0.15,0,0.7073170731707318,31,iron,0.1789111842105263,0,1.3333333333333333,0.05263157894736842
catbox,0.15671052631578947,0,0.7777777777777777,5,joi,0.2677138157894737,0,1.25,0.3333333333333333
heavy,0.15671052631578947,0,0.7777777777777777,5,joi,0.2677138157894737,0,1.25,0.3333333333333333
hapi,0.15,0,0.7073170731707318,31,joi,0.2677138157894737,0,1.25,0.05263157894736842
statehood,0.15671052631578947,0,0.8333333333333334,12,joi,0.2677138157894737,0,1.25,0.16666666666666666
hapi,0.15,0,0.7073170731707318,31,subtext,0.15671052631578947,0,0.75,0.05263157894736842
pez,0.1766407894736842,0,1,7,b64,0.18002893421052632,0,2,0.2
subtext,0.15671052631578947,0,0.75,9,pez,0.1766407894736842,0,1,0.2
pez,0.1766407894736842,0,1,7,nigel,0.18002893421052632,0,1.5,0.2
nigel,0.18002893421052632,0,1.5,2,vise,0.2265122970394737,0,2,0.5
subtext,0.15671052631578947,0,0.75,9,wreck,0.1766407894736842,0,1.5,0.2
joi,0.2677138157894737,0,1.25,9,topo,0.2135997121710526,0,2,0.25
hapi,0.15,0,0.7073170731707318,31,topo,0.2135997121710526,0,2,0.05263157894736842
accept,0.15671052631578947,0,1.5,3,boom,1.0859667514651317,2,2,0.5
catbox,0.15671052631578947,0,0.7777777777777777,5,boom,1.0859667514651317,2,2,0.3333333333333333
call,0.15671052631578947,0,1.5,3,boom,1.0859667514651317,2,2,0.5
hapi,0.15,0,0.7073170731707318,31,boom,1.0859667514651317,2,2,0.05263157894736842
ammo,0.15671052631578947,0,1.5,3,boom,1.0859667514651317,2,2,0.5
subtext,0.15671052631578947,0,0.75,9,boom,1.0859667514651317,2,2,0.2
iron,0.1789111842105263,0,1.3333333333333333,9,boom,1.0859667514651317,2,2,0.3333333333333333
statehood,0.15671052631578947,0,0.8333333333333334,12,boom,1.0859667514651317,2,2,0.16666666666666666
heavy,0.15671052631578947,0,0.7777777777777777,5,boom,1.0859667514651317,2,2,0.3333333333333333
pez,0.1766407894736842,0,1,7,boom,1.0859667514651317,2,2,0.2
content,0.20666972368421052,0,1,3,boom,1.0859667514651317,2,2,1
wreck,0.1766407894736842,0,1.5,3,boom,1.0859667514651317,2,2,0.5
hawk,0.16592282236395994,0,1.25,3,boom,1.0859667514651317,2,2,0.25
cryptiles,0.2648361483737553,0,1,7,boom,1.0859667514651317,2,2,1
hawk,0.16592282236395994,0,1.25,3,sntp,0.1852334619702465,0,2,0.25
subtext,0.15671052631578947,0,0.75,9,content,0.20666972368421052,0,1,0.2
pez,0.1766407894736842,0,1,7,content,0.20666972368421052,0,1,0.2
hapi,0.15,0,0.7073170731707318,31,cryptiles,0.2648361483737553,0,1,0.05263157894736842
hawk,0.16592282236395994,0,1.25,3,cryptiles,0.2648361483737553,0,1,0.25
iron,0.1789111842105263,0,1.3333333333333333,9,cryptiles,0.2648361483737553,0,1,0.3333333333333333
statehood,0.15671052631578947,0,0.8333333333333334,12,cryptiles,0.2648361483737553,0,1,0.16666666666666666
request,0.39340198363308027,0,0.46258503401360546,7,har-validator,0.16592282236395994,0,0.53125,0.047619047619047616
pg-types,0.1682142857142857,0,1,0,postgres-interval,0.17859642857142857,0,2,0.2
render-readme,0.1551,0,0.4,2,sanitize-html,0.18295875,0,0.47058823529411764,0.25
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,error,0.1536748608763032,0,1.5,0.02564102564102564
browserify,0.30077823660714287,47,0.5288888888888889,49,insert-module-globals,0.1554396064067249,0,0.5306122448979592,0.02127659574468085
unique-stream,0.1792068911755237,0,0.3714285714285714,0,through2-filter,0.2372617029330787,2,0.45454545454545453,0.5
vinyl-fs,0.2226968472671534,9.566666666666666,0.3722943722943723,16,through2-filter,0.2372617029330787,2,0.45454545454545453,0.058823529411764705
eslint,0.15,0,0.4568345323741007,8,is-my-json-valid,0.20096232429366198,1,1,0.03125
har-validator,0.16592282236395994,0,0.53125,0,is-my-json-valid,0.20096232429366198,1,1,0.3333333333333333
browser-sync-ui,0.1547222222222222,0,0.33544303797468356,2,stream-throttle,0.17630277777777775,0,1,0.2
decompress-tarbz2,0.1710431986915582,1.95,0.4158415841584159,0,seek-bzip,0.17075924400267184,0,1,0.14285714285714285
jade,0.16416666666666666,0,0.2777777777777778,4,clean-css,0.22842666666666664,2,1,0.1
gulp-minify-css,0.15,0,0.2681564245810056,1,clean-css,0.22842666666666664,2,1,0.16666666666666666
grunt-contrib-cssmin,0.15255,0,0.5,1,clean-css,0.22842666666666664,2,1,0.3333333333333333
har-validator,0.16592282236395994,0,0.53125,0,commander,0.6218915376564029,2,2,0.3333333333333333
pm2,0.15,0,0.2524682651622003,7,commander,0.6218915376564029,2,2,0.041666666666666664
pm2-axon-rpc,0.1553125,0,0.8571428571428571,2,commander,0.6218915376564029,2,2,0.3333333333333333
clean-css,0.22842666666666664,2,1,1,commander,0.6218915376564029,2,2,0.5
jade,0.16416666666666666,0,0.2777777777777778,4,commander,0.6218915376564029,2,2,0.1
sinopia,0.15,0,0.3179791976225854,7,commander,0.6218915376564029,2,2,0.04
uncss,0.1925,0,0.3221649484536082,0,commander,0.6218915376564029,2,2,0.1111111111111111
stream-throttle,0.17630277777777775,0,1,0,commander,0.6218915376564029,2,2,0.5
npm-check-updates,0.15,0,0.3180555555555556,6,commander,0.6218915376564029,2,2,0.05555555555555555
mocha,0.15,0,0.24619289340101524,2,commander,0.6218915376564029,2,2,0.1111111111111111
seek-bzip,0.17075924400267184,0,1,0,commander,0.6218915376564029,2,2,1
cli-usage,0.1713107142857143,0,0.396551724137931,1,marked-terminal,0.19853803571428574,0,0.5555555555555556,0.3333333333333333
babel-traverse,0.6299613836312564,0,0.5192307692307693,46,babel-code-frame,0.2119012470760427,0,0.5714285714285714,0.1
babel-core,0.2064267983195448,0,0.5188679245283019,32,babel-code-frame,0.2119012470760427,0,0.5714285714285714,0.047619047619047616
sails,0.15,0,0.2925824175824176,37,grunt-contrib-coffee,0.15255,0,0.6,0.02
sails,0.15,0,0.2925824175824176,37,grunt-contrib-concat,0.15255,0,0.5555555555555556,0.02
sails,0.15,0,0.2925824175824176,37,grunt-contrib-copy,0.15255,0,0.5555555555555556,0.02
sails,0.15,0,0.2925824175824176,37,grunt-contrib-cssmin,0.15255,0,0.5,0.02
sails,0.15,0,0.2925824175824176,37,grunt-contrib-jst,0.15255,0,0.5555555555555556,0.02
sails,0.15,0,0.2925824175824176,37,grunt-contrib-less,0.15255,0,0.2898550724637681,0.02
sails,0.15,0,0.2925824175824176,37,grunt-contrib-uglify,0.15255,0,0.26587301587301587,0.02
grunt-contrib-cssmin,0.15255,0,0.5,1,maxmin,0.21915599999999996,2,0.5833333333333334,0.3333333333333333
grunt-contrib-uglify,0.15255,0,0.26587301587301587,2,maxmin,0.21915599999999996,2,0.5833333333333334,0.2
jsonlint-lines,0.18353496263888888,0,0.4137931034482759,0,nomnom,0.22800235912152775,0,0.5555555555555556,0.5
npm-check-updates,0.15,0,0.3180555555555556,6,node-alias,0.15708333333333332,0,0.5555555555555556,0.05555555555555555
logalot,0.3137711127232143,6,0.2109090909090909,0,squeak,0.28335272290736613,0,0.25688073394495414,0.5
csso,0.17386692665816328,0,0.4074074074074074,0,clap,0.2238708058035714,0,0.5294117647058824,0.5
eazy-logger,0.1735099206349206,0,0.4444444444444444,1,tfunk,0.1991611441798942,0,0.5555555555555556,0.3333333333333333
root-check,0.15455357142857143,0,0.42424242424242425,0,sudo-block,0.21568526785714284,1.5,0.5789473684210527,0.5
strip-dirs,0.239956724011578,0,0.5454545454545455,1,sum-up,0.18399386923497357,0,0.5294117647058824,0.16666666666666666
yeoman-environment,0.17688790051523567,0,0.39673913043478265,16,log-symbols,0.17894684924450546,0,0.5294117647058824,0.08333333333333333
yeoman-doctor,0.15455357142857143,0,0.3032258064516129,4,log-symbols,0.17894684924450546,0,0.5294117647058824,0.125
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,yeoman-welcome,0.1536748608763032,0,0.5294117647058824,0.02564102564102564
update-notifier,0.19260119047619045,0,0.3563218390804597,4,boxen,0.17728516865079363,0,0.6060606060606061,0.16666666666666666
cordova,0.15,0,0.25163398692810457,7,update-notifier,0.19260119047619045,0,0.3563218390804597,0.14285714285714285
yo,0.15,0,0.353021978021978,20,update-notifier,0.19260119047619045,0,0.3563218390804597,0.03571428571428571
nodemon,0.15,0,0.23227917121046893,0,update-notifier,0.19260119047619045,0,0.3563218390804597,0.1
npm-check-updates,0.15,0,0.3180555555555556,6,update-notifier,0.19260119047619045,0,0.3563218390804597,0.05555555555555555
gulp-uglify,0.15,0,0.29381443298969073,2,fancy-log,0.20350776194506853,0,0.5555555555555556,0.125
gulp-util,0.7956055470720401,84,0.32234432234432236,29,fancy-log,0.20350776194506853,0,0.5555555555555556,0.05555555555555555
autoprefixer,0.1755,3,0.7333333333333334,2,postcss,0.20036249999999997,1,1,0.16666666666666666
gulp-autoprefixer,0.15,0,0.26975476839237056,2,postcss,0.20036249999999997,1,1,0.2
yo,0.15,0,0.353021978021978,20,yeoman-character,0.15455357142857143,0,1,0.03571428571428571
filenamify,0.16338107531552193,0,1,0,strip-outer,0.19627941481807198,0,2,0.3333333333333333
filenamify,0.16338107531552193,0,1,0,trim-repeated,0.19627941481807198,0,2,0.3333333333333333
request,0.39340198363308027,0,0.46258503401360546,7,combined-stream,0.21758060120307648,0,2,0.047619047619047616
form-data,0.1824398678185054,0,0.7777777777777777,2,combined-stream,0.21758060120307648,0,2,0.3333333333333333
statsd,0.15,0,0.6428571428571428,0,winser,0.1925,0,1,0.3333333333333333
sails,0.15,0,0.2925824175824176,37,grunt-contrib-watch,0.15255,0,0.3305084745762712,0.02
sails,0.15,0,0.2925824175824176,37,sails-disk,0.15255,0,0.3684210526315789,0.02
sails-disk,0.15255,0,0.3684210526315789,6,waterline-cursor,0.17161125,0,1.5,0.16666666666666666
sails,0.15,0,0.2925824175824176,37,sails-generate,0.15255,0,0.3660130718954248,0.02
sails-generate,0.15255,0,0.3660130718954248,35,sails-generate-api,0.1576275,0,1.3333333333333333,0.058823529411764705
sails-generate,0.15255,0,0.3660130718954248,35,sails-generate-new,0.1576275,0,0.32967032967032966,0.058823529411764705
sails,0.15,0,0.2925824175824176,37,sails-hook-orm,0.15255,0,0.26609442060085836,0.02
sails-hook-orm,0.15255,0,0.26609442060085836,9,waterline,0.1784835,0,0.3,0.2
sails,0.15,0,0.2925824175824176,37,waterline,0.1784835,0,0.3,0.02
browser-sync,0.15,0,0.3109815354713314,8,portscanner,0.1547222222222222,0,1,0.037037037037037035
sinopia,0.15,0,0.3179791976225854,7,handlebars,0.16420714285714286,0,0.24267782426778242,0.04
istanbul,0.15,0,0.25531914893617025,4,handlebars,0.16420714285714286,0,0.24267782426778242,0.07142857142857142
webpack,0.15,0,0.21628092577813246,4,uglify-js,0.3002330560515873,0,0.29508196721311475,0.06666666666666667
handlebars,0.16420714285714286,0,0.24267782426778242,4,uglify-js,0.3002330560515873,0,0.29508196721311475,0.25
accord,0.17124999999999999,0,0.27237354085603116,2,uglify-js,0.3002330560515873,0,0.29508196721311475,0.1111111111111111
grunt-contrib-uglify,0.15255,0,0.26587301587301587,2,uglify-js,0.3002330560515873,0,0.29508196721311475,0.2
jade,0.16416666666666666,0,0.2777777777777778,4,uglify-js,0.3002330560515873,0,0.29508196721311475,0.1
transformers,0.16395416666666668,0,0.2529182879377432,1,uglify-js,0.3002330560515873,0,0.29508196721311475,0.25
gulp-uglify,0.15,0,0.29381443298969073,2,uglify-js,0.3002330560515873,0,0.29508196721311475,0.125
forever,0.15,0,0.20815264527320038,6,nconf,0.1585,0,0.29508196721311475,0.06666666666666667
pm2,0.15,0,0.2524682651622003,7,vizion,0.1553125,0,1,0.041666666666666664
pm2,0.15,0,0.2524682651622003,7,pm2-deploy,0.1553125,0,1,0.041666666666666664
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-helper-define-map,0.20896031746031746,0,0.31313131313131315,0.1111111111111111
babel-plugin-transform-es2015-computed-properties,0.15607142857142856,0.30025062656641605,0.3076923076923077,2,babel-helper-define-map,0.20896031746031746,0,0.31313131313131315,0.3333333333333333
babel-plugin-transform-es2015-sticky-regex,0.15607142857142856,0.600250626566416,0.3020833333333333,3,babel-helper-regex,0.23844047619047617,0,0.2978723404255319,0.3333333333333333
babel-plugin-transform-es2015-unicode-regex,0.15607142857142856,0.600250626566416,0.26153846153846155,1,babel-helper-regex,0.23844047619047617,0,0.2978723404255319,0.3333333333333333
babel-plugin-transform-regenerator,0.15607142857142856,0.047619047619047616,0.39333333333333337,17,babel-plugin-transform-es2015-block-scoping,0.17081150793650793,1.2476190476190476,0.3918918918918919,0.1111111111111111
babel-preset-es2015,0.15,0,0.359375,2,babel-plugin-transform-es2015-block-scoping,0.17081150793650793,1.2476190476190476,0.3918918918918919,0.047619047619047616
gulp-jshint,0.15,0,0.26301369863013696,2,rcloader,0.1755,0,1.5,0.2
rcloader,0.1755,0,1.5,2,rcfinder,0.2245875,0,2,0.5
babel-core,0.2064267983195448,0,0.5188679245283019,32,babel-generator,0.15835452946738587,0,0.35555555555555557,0.047619047619047616
babel-core,0.2064267983195448,0,0.5188679245283019,32,babel-template,0.4447319006556182,0,0.38888888888888884,0.047619047619047616
babel-helpers,0.15835452946738587,0,0.29591836734693877,3,babel-template,0.4447319006556182,0,0.38888888888888884,0.5
babel-plugin-transform-es2015-block-scoping,0.17081150793650793,1.2476190476190476,0.3918918918918919,13,babel-template,0.4447319006556182,0,0.38888888888888884,0.2
babel-plugin-transform-es2015-modules-commonjs,0.15607142857142856,0.30025062656641605,0.3125,5,babel-template,0.4447319006556182,0,0.38888888888888884,0.25
babel-plugin-transform-es2015-parameters,0.15607142857142856,0.30025062656641605,0.4050632911392405,11,babel-template,0.4447319006556182,0,0.38888888888888884,0.16666666666666666
babel-plugin-transform-es2015-computed-properties,0.15607142857142856,0.30025062656641605,0.3076923076923077,2,babel-template,0.4447319006556182,0,0.38888888888888884,0.3333333333333333
babel-helper-function-name,0.2533643849206349,0,0.39473684210526316,17,babel-template,0.4447319006556182,0,0.38888888888888884,0.2
babel-helper-replace-supers,0.2310704365079365,0,0.4,17,babel-template,0.4447319006556182,0,0.38888888888888884,0.16666666666666666
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-template,0.4447319006556182,0,0.38888888888888884,0.1111111111111111
babel-template,0.4447319006556182,0,0.38888888888888884,35,babel-types,1.1941806195879947,0,0.38571428571428573,0.2
babel-generator,0.15835452946738587,0,0.35555555555555557,9,babel-types,1.1941806195879947,0,0.38571428571428573,0.1111111111111111
babel-core,0.2064267983195448,0,0.5188679245283019,32,babel-types,1.1941806195879947,0,0.38571428571428573,0.047619047619047616
babel-traverse,0.6299613836312564,0,0.5192307692307693,46,babel-types,1.1941806195879947,0,0.38571428571428573,0.1
babel-plugin-transform-strict-mode,0.18316517857142858,0,0.2947368421052632,3,babel-types,1.1941806195879947,0,0.38571428571428573,0.5
babel-plugin-transform-es2015-modules-commonjs,0.15607142857142856,0.30025062656641605,0.3125,5,babel-types,1.1941806195879947,0,0.38571428571428573,0.25
babel-plugin-transform-regenerator,0.15607142857142856,0.047619047619047616,0.39333333333333337,17,babel-types,1.1941806195879947,0,0.38571428571428573,0.1111111111111111
babel-plugin-transform-es2015-block-scoping,0.17081150793650793,1.2476190476190476,0.3918918918918919,13,babel-types,1.1941806195879947,0,0.38571428571428573,0.2
babel-helper-optimise-call-expression,0.19747505787037037,0,0.2947368421052632,6,babel-types,1.1941806195879947,0,0.38571428571428573,0.5
babel-helper-replace-supers,0.2310704365079365,0,0.4,17,babel-types,1.1941806195879947,0,0.38571428571428573,0.16666666666666666
babel-plugin-transform-es2015-shorthand-properties,0.15607142857142856,0.10025062656641603,0.2947368421052632,1,babel-types,1.1941806195879947,0,0.38571428571428573,0.5
babel-helper-define-map,0.20896031746031746,0,0.31313131313131315,8,babel-types,1.1941806195879947,0,0.38571428571428573,0.25
babel-plugin-transform-es2015-function-name,0.15607142857142856,0.10025062656641603,0.31,3,babel-types,1.1941806195879947,0,0.38571428571428573,0.3333333333333333
babel-plugin-transform-es2015-classes,0.15607142857142856,1.300250626566416,0.425,23,babel-types,1.1941806195879947,0,0.38571428571428573,0.1111111111111111
babel-helper-call-delegate,0.17211011904761903,0,0.38666666666666666,8,babel-types,1.1941806195879947,0,0.38571428571428573,0.25
babel-helper-hoist-variables,0.18657340029761904,0,0.2947368421052632,3,babel-types,1.1941806195879947,0,0.38571428571428573,0.5
babel-helper-get-function-arity,0.21518206448412694,0,0.2947368421052632,5,babel-types,1.1941806195879947,0,0.38571428571428573,0.5
babel-plugin-transform-es2015-parameters,0.15607142857142856,0.30025062656641605,0.4050632911392405,11,babel-types,1.1941806195879947,0,0.38571428571428573,0.16666666666666666
babel-helper-function-name,0.2533643849206349,0,0.39473684210526316,17,babel-types,1.1941806195879947,0,0.38571428571428573,0.2
babel-plugin-transform-es2015-duplicate-keys,0.15607142857142856,0.10025062656641603,0.2947368421052632,1,babel-types,1.1941806195879947,0,0.38571428571428573,0.5
babel-plugin-transform-es2015-sticky-regex,0.15607142857142856,0.600250626566416,0.3020833333333333,3,babel-types,1.1941806195879947,0,0.38571428571428573,0.3333333333333333
babel-helper-regex,0.23844047619047617,0,0.2978723404255319,5,babel-types,1.1941806195879947,0,0.38571428571428573,0.3333333333333333
sails,0.15,0,0.2925824175824176,37,sails-build-dictionary,0.15255,0,0.6,0.02
sails,0.15,0,0.2925824175824176,37,reportback,0.1601775,0,0.55,0.02
sails-generate,0.15255,0,0.3660130718954248,35,reportback,0.1601775,0,0.55,0.058823529411764705
reportback,0.1601775,0,0.55,9,captains-log,0.18403771875000002,0,0.75,0.25
winser,0.1925,0,1,0,async,1.43843772362306,4,2,0.5
sinopia,0.15,0,0.3179791976225854,7,async,1.43843772362306,4,2,0.04
grunt-contrib-less,0.15255,0,0.2898550724637681,2,async,1.43843772362306,4,2,0.25
grunt-contrib-clean,0.15255,0,0.358974358974359,0,async,1.43843772362306,4,2,0.5
messageformat,0.17161125,0,0.463768115942029,1,async,1.43843772362306,4,2,0.2
grunt-contrib-watch,0.15255,0,0.3305084745762712,2,async,1.43843772362306,4,2,0.25
waterline-cursor,0.17161125,0,1.5,3,async,1.43843772362306,4,2,0.5
sails-disk,0.15255,0,0.3684210526315789,6,async,1.43843772362306,4,2,0.16666666666666666
istanbul,0.15,0,0.25531914893617025,4,async,1.43843772362306,4,2,0.07142857142857142
minimize,0.1925,4,0.4036697247706422,0,async,1.43843772362306,4,2,0.14285714285714285
watchpack,0.1585,0,0.20134228187919462,1,async,1.43843772362306,4,2,0.3333333333333333
node-inspector,0.15,0,0.2731326644370123,2,async,1.43843772362306,4,2,0.06666666666666667
portfinder,0.1659375,0,0.8333333333333334,0,async,1.43843772362306,4,2,0.5
portscanner,0.1547222222222222,0,1,0,async,1.43843772362306,4,2,1
yo,0.15,0,0.353021978021978,20,async,1.43843772362306,4,2,0.03571428571428571
insight,0.15455357142857143,0,0.3797909407665505,7,async,1.43843772362306,4,2,0.1111111111111111
handlebars,0.16420714285714286,0,0.24267782426778242,4,async,1.43843772362306,4,2,0.25
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,async,1.43843772362306,4,2,0.02564102564102564
sails-generate,0.15255,0,0.3660130718954248,35,async,1.43843772362306,4,2,0.058823529411764705
sails-generate-api,0.1576275,0,1.3333333333333333,5,async,1.43843772362306,4,2,0.3333333333333333
sails-generate-new,0.1576275,0,0.32967032967032966,6,async,1.43843772362306,4,2,0.2
sails-hook-orm,0.15255,0,0.26609442060085836,9,async,1.43843772362306,4,2,0.2
sails-hook-sockets,0.15255,0,0.375886524822695,5,async,1.43843772362306,4,2,0.14285714285714285
skipper,0.15255,0,0.3557692307692307,7,async,1.43843772362306,4,2,0.09090909090909091
waterline,0.1784835,0,0.3,11,async,1.43843772362306,4,2,0.1111111111111111
webpack,0.15,0,0.21628092577813246,4,async,1.43843772362306,4,2,0.06666666666666667
form-data,0.1824398678185054,0,0.7777777777777777,2,async,1.43843772362306,4,2,0.3333333333333333
pm2-deploy,0.1553125,0,1,1,async,1.43843772362306,4,2,0.5
winston,0.23584724930555556,0,1,6,async,1.43843772362306,4,2,0.14285714285714285
utile,0.2178839159722222,4,0.4222222222222223,1,async,1.43843772362306,4,2,0.16666666666666666
nconf,0.1585,0,0.29508196721311475,0,async,1.43843772362306,4,2,0.25
uglify-js,0.3002330560515873,0,0.29508196721311475,4,async,1.43843772362306,4,2,0.25
vizion,0.1553125,0,1,1,async,1.43843772362306,4,2,1
pm2,0.15,0,0.2524682651622003,7,async,1.43843772362306,4,2,0.041666666666666664
grunt-legacy-util,0.15810421875,0,0.5333333333333333,2,async,1.43843772362306,4,2,0.14285714285714285
mongoose,0.15,0,0.5283018867924528,2,async,1.43843772362306,4,2,0.08333333333333333
grunt,0.15255,0,0.2909930715935335,9,grunt-legacy-log,0.15810421875,0,0.8888888888888888,0.0625
grunt-legacy-log,0.15810421875,0,0.8888888888888888,3,grunt-legacy-log-utils,0.1768777171875,0,0.8571428571428571,0.2
socket.io-parser,0.26480063185687097,4.5,0.8181818181818181,6,benchmark,0.19501610741566805,0,1.5,0.2
html-wiring,0.1536748608763032,0,0.23580786026200876,0,cheerio,0.21530813873626373,0,0.301994301994302,0.5
yeoman-environment,0.17688790051523567,0,0.39673913043478265,16,grouped-queue,0.16252553228021976,0,2,0.08333333333333333
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,yeoman-assert,0.1536748608763032,0,0.7142857142857143,0.02564102564102564
yeoman-generator,0.16865946821036107,0,0.2731122088920254,26,gruntfile-editor,0.1536748608763032,0,0.36734693877551017,0.02564102564102564
gruntfile-editor,0.1536748608763032,0,0.36734693877551017,2,ast-query,0.21530813873626373,0,0.5151515151515151,0.5
browser-sync,0.15,0,0.3109815354713314,8,easy-extender,0.1547222222222222,0,2,0.037037037037037035
grunt-contrib-jshint,0.15,0,0.35714285714285715,0,jshint,0.1925,0,0.46875,0.3333333333333333
